id,origin,created_at,updated_at,area,charter,test_data,scale,actions,expected,actual,status,severity,defect_id,fix,regression,evidence,notes
UAT-238,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on the walkthrough as a whole,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1395 のユーザーフローを実行し、expect(openTarget)を観測,expect(openTarget).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1395,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-239,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1441 のユーザーフローを実行し、expect(explanationLine)を観測,expect(explanationLine).toHaveClass(/rvw-markdown-commented/) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1441,matcher=toHaveClass / 697 unique assertionsから51 flowsをround-robin抽出
UAT-240,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,deletes an unnecessary walkthrough and its whole-document feedback after confirmation,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1585 のユーザーフローを実行し、expect(page.getByText(feedback))を観測,expect(page.getByText(feedback)).toHaveCount(0) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1585,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-241,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:40 のユーザーフローを実行し、expect(viewportLayout.bodyOverflow)を観測,"expect(viewportLayout.bodyOverflow).toBe(""hidden"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:40,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-242,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps a comment on the current PR body placed with its saved hash and quote,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:843 のユーザーフローを実行し、expect(deleteResponse.ok())を観測,expect(deleteResponse.ok()).toBe(true) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:843,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-243,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:900 のユーザーフローを実行し、expect(await replyElement.evaluate((element) => element.isConnected))を観測,expect(await replyElement.evaluate((element) => element.isConnected)).toBe(true) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:900,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-244,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,起動・統合フロー,selects and copies code text with native browser selection,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:1082 のユーザーフローを実行し、expect(valueIdentifier)を観測,expect(valueIdentifier).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1082,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-245,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:1121 のユーザーフローを実行し、expect(page.getByText(/\d+件・\d+ファイル/))を観測,expect(page.getByText(/\d+件・\d+ファイル/)).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1121,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-246,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,opens a fuzzy-matched file from Cmd/Ctrl+P in the active pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1249 のユーザーフローを実行し、expect(rightPane.getByRole(""tab"", { name: ""README.md"" }))を観測","expect(rightPane.getByRole(""tab"", { name: ""README.md"" })).toHaveAttribute( ""aria-selected"", ""true"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1249,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-247,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,closes other or all tabs within the selected pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:1321 のユーザーフローを実行し、expect(rightPane)を観測,expect(rightPane).toHaveCount(0) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1321,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-248,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,uses path-specific fixture documents and a complete search index,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:59 のユーザーフローを実行し、expect(addedDiff.ok())を観測,expect(addedDiff.ok()).toBe(true) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:59,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-249,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,文書閲覧,distinguishes virtual and repository documents with the same path,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:451 のユーザーフローを実行し、expect( menu.getByRole(""menuitem"", { name: ""Pull Request.md（PR本文）"", exact: true }), )を観測","expect( menu.getByRole(""menuitem"", { name: ""Pull Request.md（PR本文）"", exact: true }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:451,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-250,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,starts a newly activated document at the top of its pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:787 のユーザーフローを実行し、expect.poll(() => documentPane.evaluate((element) => element.scrollTop))を観測,expect.poll(() => documentPane.evaluate((element) => element.scrollTop)).toBe(160) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:787,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-251,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,keeps both panes reachable inside a 640px viewport,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:922 のユーザーフローを実行し、expect(rightBox!.x + rightBox!.width)を観測,expect(rightBox!.x + rightBox!.width).toBeLessThanOrEqual(mainBox!.x + mainBox!.width + 1) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:922,matcher=toBeLessThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-252,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:63 のユーザーフローを実行し、expect( page.getByRole(""img"", { name: ""画像: External walkthrough（自動読み込み停止）"" }), )を観測","expect( page.getByRole(""img"", { name: ""画像: External walkthrough（自動読み込み停止）"" }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:63,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-253,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,falls back to full text for an unchanged file opened from a Walkthrough reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:293 のユーザーフローを実行し、expect(reviewScope.getByRole(""button"", { name: ""split"", exact: true }))を観測","expect(reviewScope.getByRole(""button"", { name: ""split"", exact: true })).toBeDisabled() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:293,matcher=toBeDisabled / 697 unique assertionsから51 flowsをround-robin抽出
UAT-254,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the PR range while switching a Walkthrough reference diff to split,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:365 のユーザーフローを実行し、expect(splitButton)を観測,expect(splitButton).toBeEnabled() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:365,matcher=toBeEnabled / 697 unique assertionsから51 flowsをround-robin抽出
UAT-255,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the review scope and reports a broken Walkthrough reference temporarily,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:422 のユーザーフローを実行し、expect(notice)を観測,"expect(notice).toHaveCount(0, { timeout: 4_000 }) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:422,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-256,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:609 のユーザーフローを実行し、expect( page.locator('.document-pane[data-pane=""left""]').getByRole(""tab"", { name: primaryWalkthrough, }), )を観測","expect( page.locator('.document-pane[data-pane=""left""]').getByRole(""tab"", { name: primaryWalkthrough, }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:609,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-257,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,"keeps native Markdown pointer selection stable across headings, tables, and code",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:898 のユーザーフローを実行し、expect((await dragNativeText(page, codeLine)).trim())を観測","expect((await dragNativeText(page, codeLine)).trim()).toBe(""npm test"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:898,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-258,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps walkthrough Markdown selection stable on the first interaction,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:948 のユーザーフローを実行し、expect((await dragNativeText(page, codeLine)).trim())を観測","expect((await dragNativeText(page, codeLine)).trim()).toBe(""await orders.insert(order, tx);"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:948,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-259,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,renders a class diagram with code-bound classes,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:968 のユーザーフローを実行し、expect(page.locator('.document-pane[data-pane=""left""] diffs-container'))を観測","expect(page.locator('.document-pane[data-pane=""left""] diffs-container')).toHaveAttribute( ""data-search-target-line"", ""21"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:968,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-260,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1004 のユーザーフローを実行し、expect(taskItems)を観測,expect(taskItems).toHaveCount(4) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1004,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-261,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps Markdown comment menus reachable across narrow viewports,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1146 のユーザーフローを実行し、expect(box!.y + box!.height)を観測,expect(box!.y + box!.height).toBeLessThanOrEqual(720 - 8 + 1) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1146,matcher=toBeLessThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-262,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,resizes the sidebar and two reading panes with pointer drag,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1266 のユーザーフローを実行し、expect(sidebarAfter!.width)を観測,expect(sidebarAfter!.width).toBeGreaterThan(sidebarBefore!.width + 70) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1266,matcher=toBeGreaterThan / 697 unique assertionsから51 flowsをround-robin抽出
UAT-263,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps readable minimum widths on a narrow viewport,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1327 のユーザーフローを実行し、expect(twoPaneScrollOwnership.workspaceScrollWidth)を観測,"expect(twoPaneScrollOwnership.workspaceScrollWidth).toBeGreaterThan( twoPaneScrollOwnership.workspaceClientWidth, ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1327,matcher=toBeGreaterThan / 697 unique assertionsから51 flowsをround-robin抽出
UAT-264,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,refreshes an open walkthrough in place after an agent update,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1366 のユーザーフローを実行し、expect( page.locator("".walkthrough-inline-reference"").filter({ hasText: updatedReferenceLabel }), )を観測","expect( page.locator("".walkthrough-inline-reference"").filter({ hasText: updatedReferenceLabel }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1366,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-265,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on the walkthrough as a whole,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1402 のユーザーフローを実行し、expect(wholeCommentThread).notを観測,expect(wholeCommentThread).not.toBeInViewport() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1402,matcher=toBeInViewport / 697 unique assertionsから51 flowsをround-robin抽出
UAT-266,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1448 のユーザーフローを実行し、expect(inlineCommentId).notを観測,expect(inlineCommentId).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1448,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-267,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:41 のユーザーフローを実行し、expect(viewportLayout.sidebarOverflowY)を観測,"expect(viewportLayout.sidebarOverflowY).toBe(""hidden"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:41,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-268,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:903 のユーザーフローを実行し、expect(reply)を観測,"expect(reply).toHaveValue(""Previewから返信できます"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:903,matcher=toHaveValue / 697 unique assertionsから51 flowsをround-robin抽出
UAT-269,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,起動・統合フロー,selects and copies code text with native browser selection,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1085 のユーザーフローを実行し、expect .poll(async () => page.evaluate(() => window.getSelection()?.toString() ?? """"))を観測","expect .poll(async () => page.evaluate(() => window.getSelection()?.toString() ?? """")) .toBe(""value"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1085,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-270,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1122 のユーザーフローを実行し、expect(page.getByRole(""button"", { name: ""Pull Request.md、1件"" }))を観測","expect(page.getByRole(""button"", { name: ""Pull Request.md、1件"" })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1122,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-271,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,opens a fuzzy-matched file from Cmd/Ctrl+P in the active pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1253 のユーザーフローを実行し、expect(rightPane.getByRole(""tab"", { name: ""src/new.ts"" }))を観測","expect(rightPane.getByRole(""tab"", { name: ""src/new.ts"" })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1253,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-272,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,closes other or all tabs within the selected pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1325 のユーザーフローを実行し、expect(leftPane.getByRole(""tab""))を観測","expect(leftPane.getByRole(""tab"")).toHaveCount(0) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1325,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-273,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,uses path-specific fixture documents and a complete search index,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:61 のユーザーフローを実行し、expect(addedBody.diff.old)を観測,expect(addedBody.diff.old).toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:61,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-274,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,文書閲覧,distinguishes virtual and repository documents with the same path,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:454 のユーザーフローを実行し、expect( menu.getByRole(""menuitem"", { name: ""Pull Request.md（repository）"", exact: true }), )を観測","expect( menu.getByRole(""menuitem"", { name: ""Pull Request.md（repository）"", exact: true }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:454,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-275,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:66 のユーザーフローを実行し、expect(page.locator('img[src=""https://example.invalid/walkthrough.png""]'))を観測","expect(page.locator('img[src=""https://example.invalid/walkthrough.png""]')).toHaveCount(0) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:66,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-276,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the PR range while switching a Walkthrough reference diff to split,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:368 のユーザーフローを実行し、expect(splitButton)を観測,"expect(splitButton).toHaveAttribute(""aria-pressed"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:368,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-277,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:618 のユーザーフローを実行し、expect(page.getByRole(""heading"", { name: ""Orders service"", exact: true }))を観測","expect(page.getByRole(""heading"", { name: ""Orders service"", exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:618,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-278,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,"keeps native Markdown pointer selection stable across headings, tables, and code",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:899 のユーザーフローを実行し、expect(page.getByRole(""button"", { name: ""L25へコメント"", exact: true }))を観測","expect(page.getByRole(""button"", { name: ""L25へコメント"", exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:899,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-279,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps walkthrough Markdown selection stable on the first interaction,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:949 のユーザーフローを実行し、expect(page.getByRole(""button"", { name: ""L58へコメント"", exact: true }))を観測","expect(page.getByRole(""button"", { name: ""L58へコメント"", exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:949,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-280,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,renders a class diagram with code-bound classes,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:977 のユーザーフローを実行し、expect(reopenedOrderClass)を観測,expect(reopenedOrderClass).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:977,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-281,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1005 のユーザーフローを実行し、expect(taskItems.nth(0).locator('input[type=""checkbox""]'))を観測","expect(taskItems.nth(0).locator('input[type=""checkbox""]')).toBeChecked() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1005,matcher=toBeChecked / 697 unique assertionsから51 flowsをround-robin抽出
UAT-282,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,resizes the sidebar and two reading panes with pointer drag,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1276 のユーザーフローを実行し、expect(rightPane.locator(""diffs-container""))を観測","expect(rightPane.locator(""diffs-container"")).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1276,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-283,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps readable minimum widths on a narrow viewport,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1330 のユーザーフローを実行し、expect(twoPaneScrollOwnership.mainScrollWidth)を観測,expect(twoPaneScrollOwnership.mainScrollWidth).toBe(twoPaneScrollOwnership.mainClientWidth) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1330,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-284,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,refreshes an open walkthrough in place after an agent update,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1369 のユーザーフローを実行し、expect(page.getByRole(""tab""))を観測","expect(page.getByRole(""tab"")).toHaveCount(2) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1369,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
